,option,env,represented_by_env,kld
251,integrityCheck,artificl.tar,uiq2-8.bin,0.0
252,integrityCheck,artificl.tar,large.tar,0.0
253,integrityCheck,artificl.tar,artificl.tar,0.0
254,integrityCheck,artificl.tar,uiq2-4.bin,0.06606772133638951
255,integrityCheck,artificl.tar,uiq-32.bin,0.31961707541303663
256,integrityCheck,artificl.tar,vmlinux-5.10.tar,0.01935993041561208
257,integrityCheck,artificl.tar,silesia.tar,0.0
258,integrityCheck,artificl.tar,deepfield.tar,0.0
259,integrityCheck,artificl.tar,uiq2-16.bin,0.0007328603773497564
260,integrityCheck,uiq2-4.bin,ambivert.wav.tar,0.21607551313218568
261,integrityCheck,uiq2-4.bin,enwik8.tar,0.025032545158287383
262,integrityCheck,uiq2-4.bin,misc.tar,0.1538405664253821
263,integrityCheck,uiq2-4.bin,fannie_mae_500k.tar,0.0
264,integrityCheck,uiq2-4.bin,uiq2-8.bin,0.0
265,integrityCheck,uiq2-4.bin,large.tar,0.0
266,integrityCheck,uiq2-4.bin,artificl.tar,0.0
267,integrityCheck,uiq2-4.bin,uiq2-4.bin,0.0
268,integrityCheck,uiq2-4.bin,uiq-32.bin,0.4332165858841504
269,integrityCheck,uiq2-4.bin,vmlinux-5.10.tar,0.0
270,integrityCheck,uiq2-4.bin,silesia.tar,0.011648861021422999
271,integrityCheck,uiq2-4.bin,deepfield.tar,0.0
272,integrityCheck,uiq2-4.bin,uiq2-16.bin,0.0
273,integrityCheck,uiq-32.bin,ambivert.wav.tar,0.0
274,integrityCheck,uiq-32.bin,enwik8.tar,0.3773976748614097
275,integrityCheck,uiq-32.bin,misc.tar,0.0
276,integrityCheck,uiq-32.bin,fannie_mae_500k.tar,0.12014289773134403
277,integrityCheck,uiq-32.bin,uiq2-8.bin,0.0
278,integrityCheck,uiq-32.bin,large.tar,0.112965699806903
279,integrityCheck,uiq-32.bin,artificl.tar,0.025800595876735506
280,integrityCheck,uiq-32.bin,uiq2-4.bin,0.23835140779083017
281,integrityCheck,uiq-32.bin,uiq-32.bin,0.0
282,integrityCheck,uiq-32.bin,vmlinux-5.10.tar,0.09001950309830149
283,integrityCheck,uiq-32.bin,silesia.tar,0.024733010785982147
284,integrityCheck,uiq-32.bin,deepfield.tar,0.15068284639664364
285,integrityCheck,uiq-32.bin,uiq2-16.bin,0.02209622195120653
286,integrityCheck,vmlinux-5.10.tar,ambivert.wav.tar,0.23026015034316896
287,integrityCheck,vmlinux-5.10.tar,enwik8.tar,0.1343082970156752
288,integrityCheck,vmlinux-5.10.tar,misc.tar,0.2273187927663341
289,integrityCheck,vmlinux-5.10.tar,fannie_mae_500k.tar,0.027257415774916662
290,integrityCheck,vmlinux-5.10.tar,uiq2-8.bin,0.0
