,Unnamed: 0,params.rnd,Model,Subject System,params.exp_id,params.train_size,Relative Train Size,Pooling,params.experiment-type,Metric,Value
113395,8958,2,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.75,partial,multitask,pMAPE,27.626436893879475
113396,8960,17,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,partial,multitask,pMAPE,18.99088791974392
113397,8962,5,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,partial,multitask,pMAPE,4.428424292612193
113398,8964,24,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,partial,multitask,pMAPE,23.60755181791035
113399,8966,13,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,partial,multitask,pMAPE,118.73471662001651
113400,8967,13,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,8.939823454957299
113401,8968,16,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,no,multitask,pMAPE,107.47738151249226
113402,8969,16,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,6.28722456212402
113403,8970,15,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,complete,multitask,pMAPE,6.606476996532256
113404,8973,1,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,no,multitask,pMAPE,31.95008487298001
113405,8974,4,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,8.151741873673684
113406,8976,23,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,13,0.5,partial,multitask,pMAPE,54.04688555813168
113407,8977,21,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,31,1,partial,multitask,pMAPE,68.69047166650957
113408,8980,23,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,partial,multitask,pMAPE,16.69702880714516
113409,8982,6,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,37.87818201228302
113410,8983,25,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,114.12651791291684
113411,8984,7,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,745.7986970954429
113412,8985,7,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,complete,multitask,pMAPE,227.50132411054187
113413,8987,28,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,40.944763025224326
113414,8988,21,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,partial,multitask,pMAPE,126.66769539812472
113415,8989,23,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,39.46139122252729
113416,8990,22,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,partial,multitask,pMAPE,89.70218035255164
113417,8992,26,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,114.68710595507515
113418,8993,13,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,20,2,no,multitask,pMAPE,11.159246947474438
113419,8994,26,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,58.37140530873876
113420,8995,12,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,partial,multitask,pMAPE,10.92503994709898
113421,8996,0,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,partial,multitask,pMAPE,341.7271617999064
113422,8998,25,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,39,1.5,no,multitask,pMAPE,51.772510461528206
113423,8999,7,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,complete,multitask,pMAPE,17.49778933873274
113424,9000,0,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,7.264269182802105
113425,9003,21,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,complete,multitask,pMAPE,17.38023379599932
113426,9004,20,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,7.56254794401011
113427,9005,4,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,12.460942863066313
113428,9006,24,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,15,0.5,complete,multitask,pMAPE,60.620820699789
113429,9008,20,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,6.750502990590671
113430,9010,11,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,no,multitask,pMAPE,56.49630503515316
113431,9011,29,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,88.6559974211801
113432,9013,16,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1.5,partial,multitask,pMAPE,129.39264408530175
113433,9016,22,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,14.22011938316168
113434,9017,11,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,partial,multitask,pMAPE,67.79351516423304
113435,9020,8,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,complete,multitask,pMAPE,54.59879061861586
113436,9022,14,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,no,multitask,pMAPE,307.39003009672456
113437,9023,0,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,37.51959200775758
113438,9025,2,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,complete,multitask,pMAPE,219.1730905295607
113439,9026,24,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,no,multitask,pMAPE,133.24700679191125
113440,9027,0,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,partial,multitask,pMAPE,18.2273220723332
113441,9030,3,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,336.03236035448447
113442,9031,15,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,12.870920550892231
113443,9032,8,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,complete,multitask,pMAPE,90.1919689259752
113444,9035,28,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,173.29866836043942
113445,9038,20,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,7.317907119796861
113446,9040,8,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,no,multitask,pMAPE,17.959384735318686
113447,9042,10,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,6.834873810383292
113448,9043,7,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,complete,multitask,pMAPE,233.8168201749676
113449,9047,26,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,21.568811745306224
113450,9048,18,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,6.39343243105542
113451,9049,1,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,45.0701889739655
113452,9051,2,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,13,0.5,partial,multitask,pMAPE,69.61237875721476
113453,9052,12,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,complete,multitask,pMAPE,141.03846636161336
113454,9053,26,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,9.650991782645852
113455,9055,14,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,49.64479078062877
113456,9056,19,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,41.0496535695217
113457,9057,27,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,11,1,partial,multitask,pMAPE,163.44218577696168
113458,9062,20,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,complete,multitask,pMAPE,255.21697534811813
113459,9063,4,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,complete,multitask,pMAPE,57.98026501516617
113460,9065,8,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,no,multitask,pMAPE,38.65072698154604
113461,9071,12,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,62,2,complete,multitask,pMAPE,56.2851322655501
113462,9073,3,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.75,no,multitask,pMAPE,14.59579292147167
113463,9075,6,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,partial,multitask,pMAPE,146.84733112780765
113464,9077,9,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,complete,multitask,pMAPE,20.604880253194438
113465,9078,5,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,12.899266259416228
113466,9079,3,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,5.6345465877476855
113467,9080,21,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,complete,multitask,pMAPE,220.6745636498234
113468,9081,18,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,complete,multitask,pMAPE,13.363801380837792
113469,9082,26,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,1755.6492848572234
113470,9083,6,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,4.791671191350784
113471,9084,6,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,71.34388371010768
113472,9085,16,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.25,no,multitask,pMAPE,221.74924459212485
113473,9087,25,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,complete,multitask,pMAPE,16.719409225556014
113474,9088,2,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,43.37736059663041
113475,9089,28,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,10.801424822617452
113476,9090,11,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,14.465418096483525
113477,9091,3,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,no,multitask,pMAPE,53.61509901633915
113478,9092,6,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,8.034775454377924
113479,9093,2,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,12.009618571198828
113480,9094,22,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,8.39989727945836
113481,9096,2,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,8.485296834278792
113482,9097,2,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,33,3,partial,multitask,pMAPE,120.484681602486
113483,9098,10,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,no,multitask,pMAPE,123.3180663899969
113484,9100,14,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,42.37313502841209
113485,9101,13,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,13,0.5,no,multitask,pMAPE,80.53076830520126
113486,9102,0,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,84.39644655618336
113487,9103,12,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,23.437276568188206
113488,9104,3,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,partial,multitask,pMAPE,47.1191113880916
113489,9107,3,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,15,1.5,complete,multitask,pMAPE,11.431513969793524
113490,9108,17,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,no,multitask,pMAPE,88.63478672444714
113491,9112,24,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,31,1,partial,multitask,pMAPE,62.75073488818085
113492,9114,24,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,partial,multitask,pMAPE,64.11712002376056
113493,9115,19,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,7.69226974336709
113494,9118,15,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,20.431216416600986
113495,9120,10,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,58.83356820155817
113496,9122,9,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,9.336737378077224
113497,9124,13,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,264.5501269123176
113498,9125,12,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,31,1,no,multitask,pMAPE,60.36319215010669
113499,9126,22,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,partial,multitask,pMAPE,103.55948474531768
113500,9129,22,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,3.948735645719844
113501,9130,3,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,no,multitask,pMAPE,108.11651387483552
113502,9131,3,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,93,3,partial,multitask,pMAPE,58.37882502408706
113503,9132,12,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,complete,multitask,pMAPE,98.70230597271868
113504,9139,18,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,42.945737555404
113505,9140,4,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,complete,multitask,pMAPE,141.7145115250572
113506,9141,13,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,5.262988707916553
113507,9142,6,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,31,1,no,multitask,pMAPE,64.43589732301524
113508,9143,3,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,4.777671421109603
113509,9144,11,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,31.579924945000045
113510,9145,16,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,no,multitask,pMAPE,46.886821453626354
113511,9147,6,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,partial,multitask,pMAPE,158.17091827223504
113512,9148,3,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,11,1,no,multitask,pMAPE,117.6277935319376
113513,9152,12,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,756.4089148426184
113514,9153,9,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,40.0742322488716
113515,9157,18,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,60.2138583381435
113516,9158,0,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,complete,multitask,pMAPE,20.108342650733174
113517,9161,3,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,29.564905688916525
113518,9162,15,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,11.247034737842352
113519,9164,17,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,9.56624470631802
113520,9168,7,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,19,0.75,partial,multitask,pMAPE,54.42574452668887
113521,9171,11,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,no,multitask,pMAPE,22.745633508306067
113522,9173,21,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,95.09928640237968
113523,9175,1,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,42.44084996077793
113524,9178,0,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,complete,multitask,pMAPE,170.72975222510138
113525,9181,11,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,partial,multitask,pMAPE,8.023033800763908
113526,9183,27,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,complete,multitask,pMAPE,243.7693481728845
113527,9184,20,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,partial,multitask,pMAPE,116.85833106431194
113528,9186,13,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,complete,multitask,pMAPE,117.9903096388826
113529,9188,26,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,partial,multitask,pMAPE,16.26814384524954
113530,9189,28,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,23,0.75,partial,multitask,pMAPE,66.17087803585929
113531,9193,17,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,complete,multitask,pMAPE,20.318256821212536
113532,9194,0,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,8.792957015684424
113533,9196,0,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,6.05549103895455
113534,9200,10,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,3.830884423038272
113535,9201,6,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,7.397255873748324
113536,9202,22,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,partial,multitask,pMAPE,16.185857270146105
113537,9204,18,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,no,multitask,pMAPE,164.99331492743826
113538,9205,16,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,partial,multitask,pMAPE,9.815566809517454
113539,9207,0,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,26.05927354632673
113540,9211,24,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,27.766618512583342
113541,9212,21,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,41.140324229252165
113542,9214,19,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,42.80004926241556
113543,9217,12,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,no,multitask,pMAPE,49.63253875834695
113544,9218,9,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,complete,multitask,pMAPE,14.91585175880724
113545,9219,15,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,7.826104498203032
113546,9221,17,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,partial,multitask,pMAPE,178.94290282396975
113547,9224,2,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,107.64946803774188
113548,9225,6,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,no,multitask,pMAPE,13.728519411093112
113549,9226,26,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,complete,multitask,pMAPE,87.24594046920191
113550,9228,28,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,785.6063811235881
113551,9229,9,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,132.9367704605308
113552,9230,24,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,partial,multitask,pMAPE,45.338190027570406
113553,9231,1,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,partial,multitask,pMAPE,49.8997504548171
